Fri Apr 04 13:09:03 +0000 2014,452070343252119552,"Rusia previno en Crimea ataques de extremistas, según Ministro http://t.co/2wAO40nrPy #ElQueTrabajaVence #ConstruyendoLaPatria",,,miraabrebrecha
Fri Apr 04 13:09:04 +0000 2014,452070346418446337,(#Love_bonitillo) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restauran... http://t.co/VXzPmjlg4m (#Love_bonitillo),,FACEBOOK OFICIIAR ,olle_bonitillo
Fri Apr 04 13:09:04 +0000 2014,452070348239167488,Neo-Con  Hit Piece http://t.co/qbdvEjPWJX Reveals the Rosie Gray Nexus of Kirchick's Wahl &amp;  #Ukraine #McCain's #AbbyMartin FAKE Left--Right,,Mountains,Mario__Savio
Fri Apr 04 13:09:05 +0000 2014,452070351338356736,"RT @absrdNEWS: Russia angry over German comparison of Hitler/ Putin, 
Putin delivers condemnation from back of tank entering Crimea.",,,robyndwoskin
Fri Apr 04 13:09:06 +0000 2014,452070355910152193,(#Love_bonitillo) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restauran... http://t.co/DTESnzvq9V (#Love_bonitillo),,FACEBOOK OFICIIAR ,olle_bonitillo
Fri Apr 04 13:09:07 +0000 2014,452070357600845824,RT @Independent: Russia has told the US 'Do some yoga and relax' over Crimea http://t.co/i16CNRXBcY http://t.co/8G50NngY21,,High Wycombe,VoteUKIPVijay
Fri Apr 04 13:09:07 +0000 2014,452070358049619968,Novoazovsk #Donetsk region http://t.co/qB9vi7C75H #crimea #ukraine #russia #simferopol #moscow #putin #sevastopol #kharkiv #euromaidan #kiev,,,systerpret_feed
Fri Apr 04 13:09:07 +0000 2014,452070359068463104,“@TIME: Sage advice from a Russian official: do some yoga to forget about the Crimea”,,,Nijaid
Fri Apr 04 13:09:07 +0000 2014,452070360528486400,RT @Independent: Russia has told the US 'Do some yoga and relax' over Crimea http://t.co/i16CNRXBcY http://t.co/8G50NngY21,,مغرد غير متفرغ,Majedk1
Fri Apr 04 13:09:08 +0000 2014,452070362738868224,"RT @vanglam: @DrBrianMay South America, UK, France, Russia, Italy, Germany are waitng for @QueenWillRock &amp; @adamlambert dates too",,Argentina,viviannagel
Fri Apr 04 13:09:09 +0000 2014,452070367104737281,(#Love_bonitillo) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restauran... http://t.co/RCv5ILNkFT (#Love_bonitillo),,FACEBOOK OFICIIAR ,olle_bonitillo
Fri Apr 04 13:09:09 +0000 2014,452070367629414401,"RT @LearnSomethlng: This is what the turquoise ice formations on Lake Baikal, Russia look like. http://t.co/viMmAhU9xP",,,Jay7Vanessa
Fri Apr 04 13:09:10 +0000 2014,452070372985151489,RT @irina_holma: @ElleDBera Crimea. Swallow's Nest. Buongiorno! http://t.co/fbKtuaTYBR,,Mexico,Julian_M_D
Fri Apr 04 13:09:10 +0000 2014,452070374126018562,RT @FearUsPeople: America immediately sends 1 Billion Dollars to Ukraine. Detroit has closed 125 schools over the last 5 years because of f…,,but we winning ,_jasszzzz
Fri Apr 04 13:09:11 +0000 2014,452070377619849216,(#Love_bonitillo) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restauran... http://t.co/InxzSEuAa6 (#Love_bonitillo),,FACEBOOK OFICIIAR ,olle_bonitillo
Fri Apr 04 13:09:12 +0000 2014,452070381906837504,RT @goMainstream: Russia meets London: @ZDDZ_LONDON AW14 at @MBFWR &gt; https://t.co/gWAzz5Exme &lt; http://t.co/bJ1vmK3J8l,,"Swampscott, Massachusetts, USA",rosesof3t1
Fri Apr 04 13:09:13 +0000 2014,452070386256334848,RT @ForbesTech: Russia's war on internet freedom is bad for business and the Russian economy http://t.co/dSzIlv28of,,,shareefey
Fri Apr 04 13:09:14 +0000 2014,452070388533456897,Hats off to @gaystarnews for charging up the leaderboard #russia: http://t.co/1AvTivG90W We love shouting out to top Tweets!,,Russia,RussiaHashOff
Fri Apr 04 13:09:14 +0000 2014,452070388852621312,Is President Putin Gay? http://t.co/XiWmQvjzZB #Russia #PresidentPutin #gayrightsrussia,,,blackfarce010
Fri Apr 04 13:09:14 +0000 2014,452070389863428096,Could Putin be gay? http://t.co/XiWmQvjzZB #Russia #PresidentPutin #gayrightsrussia,,,blackfarce010
Fri Apr 04 13:09:14 +0000 2014,452070390672945152,Putin hairless chest http://t.co/XiWmQvjzZB #Russia #PresidentPutin #gayrightsrussia,,,blackfarce010
Fri Apr 04 13:09:15 +0000 2014,452070392266784768,winter Olympics Gay rights bhttp://www.blackfarce.com/1/post/2014/02/is-president-putin-ay.html #Russia #PresidentPutin #gayrightsrussia,,,blackfarce010
Fri Apr 04 13:09:15 +0000 2014,452070395202387969,Oh Noooo !!!! - Ukraine: 'Darth Vader' presidency bid rejected http://t.co/dCkPwAekBw,,France,arnauddassier
Fri Apr 04 13:09:16 +0000 2014,452070396242960384,RT @GeoffPyatt: Лист до @washingtonpost : #Україна - не Сполучені Штати Америки або Росія - визначатиметься з власним майбутнім - http://t.…,,Євпаторія-Монастириськи-Київ,sofiyka84
Fri Apr 04 13:09:16 +0000 2014,452070399291822080,Transnistria mantiene aspiración a integrarse en Rusia tras anexión de Crimea http://t.co/JZiBnPb65L,,,Amanoticiascl
Fri Apr 04 13:09:17 +0000 2014,452070400248127488,McDonald's quits Crimea as fears of trade clash grow http://t.co/8cS4PXcC7C,,"Johannesburg, South Africa",TimesLIVE
Fri Apr 04 13:09:17 +0000 2014,452070402903527424,RT @IRIglobal: RT @stephenfhayes IRI/Gallup poll on ground in Ukraine Overwhelming majority rejects Russian rationale for aggression http:/…,,DC,ThomasEGarrett
Fri Apr 04 13:09:17 +0000 2014,452070403843055616,Nicoletta Pirozzi: #Ukraine crisis could bring #EU back to the essentials &amp; develop normative discourse in foreign policy #FEPS_Renaissance,,"Saint Gilles, Brussels",davekitching
Fri Apr 04 13:09:18 +0000 2014,452070407424978944,tbh if i was a diplomat this is the kind of chat I'd probably have with my diplomat buddies http://t.co/q7rVXyTq1M,,the attic of the universe,shirkerism
Fri Apr 04 13:09:18 +0000 2014,452070407420391424,"Watch ""'IMF money does not come free': Will Fund's cash save Ukraine?"" on YouTube https://t.co/9Pxa2RiYbI",,1937 Germany ,BlindManMark
Fri Apr 04 13:09:18 +0000 2014,452070407672446976,RT @HuffingtonPost: McDonald's suspends work in Crimea http://t.co/qTChj5WzTh,,Google Earth,RealShahO
Fri Apr 04 13:09:18 +0000 2014,452070407575969792,RT @ValdirAFC: “@Independent: Russia has told the US 'Do some yoga and relax' over Crimea http://t.co/ktcp3bF3jD http://t.co/bq0vNqslhf”,,Zimbabwe ✈ UK ✈ South Africa ✈,DrKhosi
Fri Apr 04 13:09:19 +0000 2014,452070412026142721,"Watch ""'IMF money does not come free': Will Fund's cash save Ukraine?"" on YouTube http://t.co/iX3gDe9N7l",,1937 Germany ,BlindManMark
Fri Apr 04 13:09:20 +0000 2014,452070413099470848,goldseek - Are the U.S. and Russia capable of waging a financial war? http://t.co/W2LVnZ9O0a,,,haunbe
Fri Apr 04 13:09:21 +0000 2014,452070418887999488,"RT @AbeshaT: The ever controversial &amp; outspoken #GeorgeGalloway on #Ukraine, #Snowden revelations, &amp; #ScottishIndependence http://t.co/LU0F…",,,LowMaintainLife
Fri Apr 04 13:09:21 +0000 2014,452070420271730688,RT @TelegraphNews: German minister criticised for comparing Putin's annexation of Crimea with Hitler's invasion of the Sudetenland http://t…,,"Doha, Qatar/Sheffield/Burco",AminaAden
Fri Apr 04 13:09:23 +0000 2014,452070426123202561,RT @EconoDigital: Mc Donald's se marcha de Crimea http://t.co/w2hwYXO4OF,,Madrid,JaviFdezChaves
Fri Apr 04 13:09:23 +0000 2014,452070425745317888,#NATO's Rasmussen: more #Russian intervention in #Ukraine would be 'historic ... - euronews http://t.co/XUm87Qb3TH,,,globalnewsfeed3
Fri Apr 04 13:09:24 +0000 2014,452070430103576576,"New clients to substitute #Russia for Ukr industrial producers of military equipment are being searched in Asia, First Vice PM Yarema. 5.ua",,"Kyiv, Ukraine",EuromaidanPR
Fri Apr 04 13:09:25 +0000 2014,452070433525727232,Is God now on Russia’s side? http://t.co/MQPXADvTU3 via @worldnetdaily,,"New Orleans, LA USA",rphfrank
Fri Apr 04 13:09:25 +0000 2014,452070434255945728,@APDiploWriter Maidan  The truth behind the February 20 massacre Part 1: http://t.co/1nm06oK5Yd  via @YouTube #Ukraine - worth a look,,"Nova Scotia, Canada",mkj1951
Fri Apr 04 13:09:25 +0000 2014,452070434922844160,"Союз журналистов России расширит профессиональные возможности крымских СМИ #Крым
http://t.co/ttoPYfO0fH http://t.co/FzS1Va7Ufk",,,crimeanews777
Fri Apr 04 13:09:26 +0000 2014,452070438618025984,My take on #Putin and #Ukraine http://t.co/u1NlXZxQiX,,,AndrewNagorski
Fri Apr 04 13:09:26 +0000 2014,452070440064667648,#JulioSlow Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restaurantes: MOSCU.- L... http://t.co/Y7B0S8Evjf #JulioSlow,,  ▬▬▬►,Dime_YoungFresh
Fri Apr 04 13:09:27 +0000 2014,452070443961180160,#News : #Новости Турчинов дал поручение лишить Колесниченко украинского гражданства... http://t.co/pTXpEMqJWO #Ukraine : #Украина,,Ukraine : Украина,diascooter
Fri Apr 04 13:09:27 +0000 2014,452070445366272000,#News : #Новости Для россиян ввели 90-дневный лимит на пребывание в Украине: Для ро... http://t.co/kRt3iIghmD #Ukraine : #Украина,,Ukraine : Украина,diascooter
Fri Apr 04 13:09:28 +0000 2014,452070446540677120,#News : #Новости Яценюк собрался ехать в восточные регионы Украины не с пустыми рук... http://t.co/H86csffTUY #Ukraine : #Украина,,Ukraine : Украина,diascooter
Fri Apr 04 13:09:28 +0000 2014,452070448134504450,#News : #Новости Януковича и Азарова оставили без пенсий: Министр соцполитики Людми... http://t.co/J1WOlyxEZg #Ukraine : #Украина,,Ukraine : Украина,diascooter
Fri Apr 04 13:09:28 +0000 2014,452070448667189248,( #TwiiteroXX1 ) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restaurante... http://t.co/AS9ya2OLPr ( #TwiiteroXX1 ),,,iFrases_Chiste
Fri Apr 04 13:09:28 +0000 2014,452070449279537152,#News : #Новости С 5 апреля стартует выдвижение кандидатов в местные советы: Выборы... http://t.co/U6FEXipSNK #Ukraine : #Украина,,Ukraine : Украина,diascooter
Fri Apr 04 13:09:28 +0000 2014,452070449732915200,@Bundeskanzlerin That freak on Earth who wouldn't understand that such Russia wasn't born... and than sanctions will turn back!,,,NewCyberAlex
Fri Apr 04 13:09:29 +0000 2014,452070450584387584,"RT @TabDump: Good morning, USA! Today's @TabDump is out, 40 tabs total. Spoiler: NASA hates Russia, EU hates roaming, WWDC dates. http://t.…",,"Helsinki, Finland",WhatTheBit
Fri Apr 04 13:09:31 +0000 2014,452070460528664576,McDonald's quits Crimea as fears of trade clash grow: KIEV (Reuters) - McDonald's announced on Friday it had c... http://t.co/SnsGVa6Gpf,,uk,vividspirit
Fri Apr 04 13:09:31 +0000 2014,452070461502132225,"Ah, Failed Crusade by Stephen Cohen has arrived. Not let's see what all the fuss is about... #USA #Russia #SovietUnion #history",,Devon,jhobson67
Fri Apr 04 13:09:32 +0000 2014,452070462919421954,McDonald's quits Crimea as fears of trade clash grow: KIEV (Reuters) - McDonald's announced on Friday it had c... http://t.co/A3hhMBSlQ6,,London W1H 6HN,Logic_Invest
Fri Apr 04 13:09:34 +0000 2014,452070472050417664,( #Brendalis ) Crimea dice que podrá pasar sin McDonald’s tras el cierre de sus restaurantes: MOSCU.- Las auto... http://t.co/vhlc15mPh9,,ŜÃŇŤĮÃĞỖ--»ŘĎ,Brendalis1003
Fri Apr 04 13:09:34 +0000 2014,452070474269605889,"RT @LowMaintainLife: A new war is being fought for hearts &amp; minds by #America on #Ukraine.

It's a war to destroy your ability to think for…",,"Durban, South Africa",RonaldMPillay
Fri Apr 04 13:09:35 +0000 2014,452070478283558914,"RT @paulwaugh: Now it's serious for Putin. McDonald's has closed its restaurants in Crimea ""due to operational reasons beyond our control"".",,SE,CHTWA
Fri Apr 04 13:09:36 +0000 2014,452070482473672704,"@medialens @bbclysedoucet Hilarious really, so much hypocrisy. If Crimea voted to be pro-west, It'd be seen as perfectly fine.",,"Louth, Lincolnshire, England.",JamesHotham
Fri Apr 04 13:09:37 +0000 2014,452070486735065088,RT @zn_ua: Количество российских военных на границе с Украиной уменьшилось  http://t.co/s5B3OK8R0f http://t.co/ZwFSwJlaBz,,"Украина, г.Днепродзержинск",x_Jack_Smiles_x
Fri Apr 04 13:09:37 +0000 2014,452070486868889600,Russia protests German official's comparison of Putin to Hitler http://t.co/1soYofYOve,,Virginia,leclemot
Fri Apr 04 13:09:39 +0000 2014,452070492057255936,National Anthems of Great Current Whaling Nations - Russia - http://t.co/wn5N1SIiGW #Tweet4Taiji #thecove #seashepherd,,"Taiji, Japan",SongsOfTheHunt
Fri Apr 04 13:09:39 +0000 2014,452070493428801536,From Rússia :) thanks cool thanks :)) “@Ev_genya: @luizrazia Feliz aniversário from Russia :-)”,,WorldWide,luizrazia
Fri Apr 04 13:09:39 +0000 2014,452070495643795458,RT @ValeryGergiev: The Children’s Chorus of Russia comprising 1000 children from 83 regions of Russia accompanied by the Mariinsky... http:…,,New York ,azamatsydykov
Fri Apr 04 13:09:40 +0000 2014,452070496625258496,"- Izzy! What do you have going at Ukraine?
- Sam, complete madhouse! Russian troops surrounded the Ukrainian military unit of and yell:",,,Jung_Arianna
Fri Apr 04 13:09:40 +0000 2014,452070499552874496,"RT @AP: With Russian takeover of Crimea, methadone programs end for addicts, and HIV may rise: http://t.co/WwCkNkp57L",,"Ottawa, ON",Criminologist1
Fri Apr 04 13:09:41 +0000 2014,452070500777201664,BBC News - McDonald's 'temporarily closes' Crimea restaurants http://t.co/nlPWq7SzPX That'll show 'em!,,,hydhyd
Fri Apr 04 13:09:42 +0000 2014,452070505273884672,"Sorry, I was and I live in Russia and my English it only the translator, Chloe give me the number pliz. I will be grateful",,,AlexandrFray
Fri Apr 04 13:09:43 +0000 2014,452070509190975488,"My analysis for the new #Russia Observatory by @CAEI_com_AR (PDF, Pg. 18 in SPA) http://t.co/SImegGbpIq #integration #diplomacy #geopolitics",,"Washington, DC",W_Alex_Sanchez
Fri Apr 04 13:09:43 +0000 2014,452070510369595392,В России предлагают запретить иностранные социальные сети - http://t.co/i4MItw9f3c http://t.co/PqMhiEYaDN,,,maricha_777
Fri Apr 04 13:09:44 +0000 2014,452070514195185664,McDonald's closes Crimea restaurants http://t.co/0n0DwCMKjK Capitalism is shaking with fear at the prospect of a strong #Russia. #communism,,,MZOTA
Fri Apr 04 13:09:44 +0000 2014,452070514237140992,@YahooNews  Let's all hope she leaves Russia and then writes a book!,,"Miami, FL",kazroxx
Fri Apr 04 13:09:44 +0000 2014,452070515226583040,I don't know enough about Russian politics but I really like the sound of these guys. http://t.co/pvscNEHg18,,London,Gemma_Cormack
Fri Apr 04 13:09:45 +0000 2014,452070519681331200,"RT @MillerMENA: Russia to Americans: Crimea? Just do some exercise, eat healthier, and watch TV. We've got Crimea covered http://t.co/067gX…",,,Mark_Testoni
Fri Apr 04 13:09:45 +0000 2014,452070519949762560,RT @scottwright_: meanwhile in ukraine.. http://t.co/M9olpIb8UJ,,Cheshire/Essex,Dan_Allcock
Fri Apr 04 13:09:46 +0000 2014,452070522650918913,Dark Vador et son parti défilent en Ukraine http://t.co/ye5u1sitZx,,,lkbl6
Fri Apr 04 13:09:47 +0000 2014,452070526270603264,Just got to Russia with the family. Gonna play a show tonight at this spot called power house. The… http://t.co/iemCpnzqiP,,BK/NYC,DmndTrrfr
Fri Apr 04 13:09:48 +0000 2014,452070530527801344,@onedirection RUSSIA NEED 1D,,"Russia, Armavir",DianaK_1D
Fri Apr 04 13:09:48 +0000 2014,452070531244642304,"RT @AP: With Russian takeover of Crimea, methadone programs end for addicts, and HIV may rise: http://t.co/WwCkNkp57L",,,parnsap_y
Fri Apr 04 13:09:48 +0000 2014,452070532461367296,"RT @IsabelFramer: #POTUS Discusses #Immigration, Ukraine With @SpeakerBoehner http://t.co/955GHzTl5F via @rollcall #TimeIsNow #TNTweeters #…",,,Ngmaline
Fri Apr 04 13:09:49 +0000 2014,452070535523221504,"RT @sprotiv: #Путин теперь слушается Жириновского
#Крым #Майдан #Євромайдан #Euromaidan #Москва #Россия #Болотная #Crimea #Ukraine http://t…",,Україна,AndrijUKR
Fri Apr 04 13:09:49 +0000 2014,452070537028984832,Photo: Just got to Russia with the family. Gonna play a show tonight at this spot called power house. The... http://t.co/ZV0XcUeE9b,,BK/NYC,DmndTrrfr
Fri Apr 04 13:09:50 +0000 2014,452070538400505856,"Судьба единственной в Крыму Украинской школы-гимназии под вопросом #Крым
http://t.co/HPZhdA4iNw http://t.co/QeC9i4rMDs",,,crimeanews777
Fri Apr 04 13:09:52 +0000 2014,452070547229528064,@adamirigoyen Russia love Adam!!,,LA/Moscow/UK/,arianabestgirl
Fri Apr 04 13:09:52 +0000 2014,452070547787378688,"We're hiring! From (PAID!) internships to national chiefs of mission, from Ukraine to Iran, we're looking for you! http://t.co/KUBv3SQ3pm",,Eurasia and USA,EFNetwork
Fri Apr 04 13:09:53 +0000 2014,452070553038622720,"""@Iearnsomething: This is what the turquoise ice formations on Lake Baikal, Russia look like. http://t.co/6T45W110Xn""  I wanna eat them!",,8.10.12 ,Shadykindoflady
